,UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
439405,96d4-0b6791d9-96d4-49a4-8329-704587,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
439410,d956-0b696b27-d956-4867-8c57-31652,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
439430,87d6-0b6bb0a7-87d6-4836-85c1-917741,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
439443,ddb6-0b6d9306-ddb6-4978-ab65-142844,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
439571,4av1-0c060505-4av1-470b-b9a7-926183,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
439592,d713-0c11870c-d713-b178-a3d1-579336,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
439634,51a4-0c18077c-51a4-b176-881e-605530,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
439668,c87a-0c1dab11-c87a-4187-9931-904390,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
439693,ca1e-0c21ac56-ca1e-48b4-8ccb-514360,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
439708,1b21-0c23819b-1b21-4771-973c-553518,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
439717,aa10-0c250641-aa10-40c7-9820-450308,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
439733,178b-0c271967-178b-4217-bb2c-870400,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
439766,8172-0c2b7929-8172-40c2-a375-375006,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
439773,b2d6-0c2cdd60-b2d6-4b08-9a25-663562,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1
439779,7884-0c2dcb96-7884-486a-a7b8-667067,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
439786,7cd7-0c27ac9a-7cd7-4785-8c48-359175,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
439808,0565-0c31651e-0565-471c-9122-409571,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
439974,6733-0c4a0615-6733-4d97-8d91-656537,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
439979,7081-0c4a7269-7081-469c-8cd9-434340,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
440029,d41e-0c51cd86-d41e-b113-8085-442765,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
440031,b70a-0c523067-b70a-4a62-9939-558966,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
440055,7738-0c55a192-7738-41b2-b6d6-980789,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
440113,8389-0c573d46-8389-4cd2-8617-651268,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
440148,1ec7-0c62b3cb-1ec7-4796-8921-52691,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
440175,3477-0c65d96a-3477-b11d-8032-748894,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
440195,134d-0c6772d0-134d-4d4c-b413-681303,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
440208,c158-0c69961a-c158-4bd2-9947-31773,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
440325,6474-0c7a971b-6474-4503-b28a-201370,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
440338,640c-0c7c3290-640c-4db1-9c60-169159,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
440375,569c-0c800c88-569c-47b9-904b-720168,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
440415,ad87-0c841680-ad87-4c7a-879d-748367,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
440420,c376-0c851161-c376-4b94-bca6-1170,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
440430,7630-0c8623a2-7630-46ad-91a5-561175,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
440540,768b-0c946b1c-768b-4162-b55d-153495,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440556,a479-0c970236-a479-4705-8bd7-667987,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440570,c319-0c9920c6-c319-4677-8340-754189,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
440585,bb70-0c9bd784-bb70-4d35-b57a-455325,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
440598,d52c-0c9dda39-d52c-491e-b4cd-294591,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440607,01e8-0c96757b-01e8-4av8-b274-569769,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440655,av35-0ca46573-av35-b192-9776-126940,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
440703,bdda-0caab1bb-bdda-4719-acc6-319735,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1
440713,c377-0cab6b12-c377-4d7d-a71e-952497,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
440738,34cc-0ca7c165-34cc-4b0d-a07a-112521,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440741,6b79-0ca63059-6b79-4ccb-98av-936244,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
440751,5c0d-0cb107c5-5c0d-4142-a000-818453,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
440752,37a4-0cb10d61-37a4-4871-8138-519218,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
440766,d41d-0cb41245-d41d-4db2-a8c5-122435,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440897,651d-0cc57353-651d-4625-b69d-685482,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
440956,8a07-0ccd2467-8a07-4142-b7ab-646352,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
441012,cd45-0cd534cb-cd45-488b-8634-738385,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441035,d710-0cd7c3c3-d710-4613-ad17-197071,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441043,c11c-0cd87315-c11c-4592-9672-902788,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
441086,048d-0cdd83b7-048d-b1c4-a070-773378,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1
441116,78ab-0c723695-78ab-4d50-b71b-592020,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
441312,c147-0c6d1e79-c147-4862-b076-324072,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
441314,548b-0c671736-548b-4a14-a59c-372426,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
441328,218d-0c1ea379-218d-4386-8bc6-734690,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
441329,53a6-0c1eb652-53a6-4c5d-8d47-399007,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1
441351,a7bc-0d034b13-a7bc-4816-a7d1-449937,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441380,67c6-0d075c87-67c6-4740-a6d2-7042,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
441383,495a-0d077730-495a-43c3-8482-494250,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441438,60c1-0d07685c-60c1-4116-92db-731129,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
441460,8d31-0d107060-8d31-4a58-ba8b-501049,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
441465,0cd6-0d1161d9-0cd6-415b-b721-885516,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
441472,7827-0d131ccd-7827-4bb6-826a-721987,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441473,c9c9-0d132171-c9c9-4d13-b89b-66529,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1
441485,7c7d-0d146b72-7c7d-4167-9dav-954237,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
441528,7968-0d1a4287-7968-4233-b146-213490,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
441532,6751-0d1ab639-6751-47bd-ba30-235100,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441585,0578-0d231605-0578-4a7c-ad53-869216,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
441660,17b1-0d2c8a26-17b1-4167-9717-917940,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
441699,3a86-0d32631e-3a86-438a-9433-351907,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
441724,965d-0d3599c3-965d-4da7-bb9b-348301,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
441728,3c74-0d362a49-3c74-4907-ad42-745562,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
441777,6a7d-0d3707a5-6a7d-40a9-a917-926212,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
441805,8024-0d4247ca-8024-4251-a573-678992,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
441806,8c55-0d425265-8c55-453c-b631-260082,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
441869,62c4-0d4aa679-62c4-436b-ac7a-57539,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
441900,7dd9-0d47ba3a-7dd9-4dc3-a382-512460,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
441902,881e-0d47d496-881e-421b-9471-681467,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
441913,4bd0-0d4av3a4-4bd0-4d37-9d57-984944,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
441925,cab3-0d51cb31-cab3-b161-b775-897672,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
441954,4aa4-0d55db72-4aa4-428a-b627-794853,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
441991,756a-0d5b650a-756a-46bb-b4d1-810964,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
442003,c5a1-0d5d1ab6-c5a1-4bb5-b5dd-784209,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
442006,86b2-0d5d25b7-86b2-4750-8b42-897347,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
442037,7ab3-0d61b625-7ab3-4384-8741-353229,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442046,073c-0d62c71b-073c-4739-a991-988859,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
442091,ab07-0d6826d6-ab07-4d4a-a706-131548,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
442167,2387-0d710dc8-2387-45b1-8b85-559987,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442263,daa6-0d807d3a-daa6-497c-8700-403541,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442270,9a02-0d81518c-9a02-b177-a759-368441,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
442315,77b0-0d89174d-77b0-4875-a3a3-761807,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
442324,b5d7-0d8b5457-b5d7-4b97-9dd2-83530,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1
442388,6a68-0d957579-6a68-4896-9639-525916,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
442398,c006-0d9761ac-c006-4012-864d-564315,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
442401,6767-0d977196-6767-b169-87d6-220578,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
442441,79b8-0d9c1e67-79b8-4b77-9484-909407,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
442463,1e6a-0da04276-1e6a-4702-a649-42136,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442487,08a8-0da3av36-08a8-4b5c-8610-988537,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
442542,97db-0daa6092-97db-42c5-a80b-259404,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442587,1924-0db10689-1924-486a-a286-674536,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
442635,d737-0db72476-d737-457a-a035-394878,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
442649,7a87-0db92901-7a87-4171-83b8-714960,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442656,b2a3-0dba5877-b2a3-4d40-8a56-824291,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442661,6923-0dbb0c86-6923-4734-bb0c-56668,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442686,b175-0db71056-b175-49d5-88dc-55240,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442761,884d-0dc8c110-884d-4a34-a7c6-679246,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
442765,bb9d-0dc94171-bb9d-4017-95d7-895527,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
442807,417d-0dc61032-417d-40c0-986b-896940,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442869,4172-0dd761a6-4172-47b5-b596-88095,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
442909,639d-0dddb272-639d-4d3a-967a-378142,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
442926,490c-0d70a304-490c-423b-bc7a-431573,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
442954,997c-0002034b-997c-b188-ad23-482873,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
443057,a847-00107d76-a847-49b0-8871-28581,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
443066,5cd7-0012167b-5cd7-46ab-8207-488575,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443104,1av6-00184989-1av6-46b0-9cb2-456341,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443168,b102-00221702-b102-4114-977b-777567,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
443171,cc16-0022c562-cc16-4d76-b549-226269,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443196,31bc-00257b12-31bc-41e6-80ac-6508,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
443228,6738-002a8576-6738-4875-961d-613110,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1
443257,39d3-002764b9-39d3-4d2d-8b09-802425,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
443277,a98b-0031db77-a98b-4b72-9a10-595043,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
443283,8c52-0032d267-8c52-b156-8aav-184945,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443288,aa76-0033cb23-aa76-470a-9637-242463,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443291,d4b4-00342377-d4b4-4b28-8164-749732,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
443306,807d-0036b11e-807d-4173-80ad-637336,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
443358,4759-003d6864-4759-46a1-ab25-584941,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
443367,avd2-003631a7-avd2-4761-b190-42877,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443382,7564-00406019-7564-47c3-8078-96063,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443398,4775-00b1084d-4775-4672-b1a6-730093,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
443401,6956-00b162c3-6956-4b20-adb1-861773,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
443474,b126-00461bb7-b126-4961-9ab7-497878,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443480,0a37-00502897-0a37-4648-8a27-867577,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443483,3257-0050c765-3257-4985-bc89-48364,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443537,4316-005917a7-4316-4774-a56d-980697,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
443544,5577-005a3d45-5577-4809-a777-500810,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
443565,ad06-005721d5-ad06-4764-a478-361101,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
443576,676a-00605375-676a-41ea-b7d0-31514,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443638,1d13-0068c003-1d13-47b1-8c67-222184,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443647,1d07-006a4715-1d07-4738-8d9a-311205,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443686,5b09-001eb645-5b09-4552-ab76-700391,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443708,c045-007211b0-c045-40a6-a6d1-462344,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
443732,717a-00748a4b-717a-47a6-9380-862300,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
443794,d6d7-007c717a-d6d7-4cdc-9701-645859,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
443824,bc47-0081b577-bc47-4777-a827-486793,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443838,c4cd-0083a907-c4cd-41e7-96a5-50214,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443864,6716-00872787-6716-4d05-9837-542880,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
443886,97a9-008b974b-97a9-4546-8a0d-670057,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
443906,c0cc-008dd63d-c0cc-4789-9053-4588,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
443912,9179-00877536-9179-4av6-8a8c-497777,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443915,cd38-008602a7-cd38-4b9d-ab18-472625,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
443919,3780-0086363b-3780-4857-a621-942146,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443968,368b-009649c4-368b-4a57-862a-849717,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443970,07d8-0096a671-07d8-4786-b555-583463,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
443974,1ed2-00972986-1ed2-4b59-9c21-104618,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
444002,a7a1-0099cb2a-a7a1-4728-a0dd-927240,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
444011,2451-009b85dd-2451-4aac-a700-616775,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
444020,aaac-009d3509-aaac-461d-a073-549248,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1
444024,8747-009d9725-8747-4a55-8d23-489762,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
444033,98bd-00973d08-98bd-4977-9756-496398,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
444039,0d26-00968570-0d26-4279-bd68-245415,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
444066,5155-00a27937-5155-4063-9437-407636,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
444094,7da6-00aavav0-7da6-4776-9706-209977,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
444111,112d-00a934bc-112d-4067-a987-745732,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
444152,75c0-00a7718c-75c0-4507-8197-823246,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
444170,6b93-00b25886-6b93-b1c6-bav1-62599,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
444196,c361-00b53abc-c361-4367-ba73-103048,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
444238,8521-00bb768b-8521-4380-a218-817254,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
444278,2ac8-00bav6a6-2ac8-42c4-9819-975084,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1
444322,49bc-00c63ca0-49bc-4637-a057-100696,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
444425,7280-00d512bc-7280-4505-96b4-985689,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
444457,8874-00db278c-8874-4dc1-b285-570999,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
444482,ac7d-00d79228-ac7d-46b7-993b-65908,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
444488,8961-00d60692-8961-40a9-8628-95811,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
444550,8b35-00782737-8b35-412b-9459-723369,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
444565,471e-007a864b-471e-4865-ba75-948653,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1
444604,1e78-007770a4-1e78-4av6-92dc-715967,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
444610,9d49-0071e4cc-9d49-4b73-83a7-297212,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
444628,77ca-00606b9c-77ca-4d07-aab6-627641,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
444633,ca1a-00615275-ca1a-4565-bab8-600551,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
444660,637c-001e1534-637c-48c7-a7b5-736597,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
444779,d8c5-01058829-d8c5-461b-806a-854190,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
444833,db6b-010d5c09-db6b-4c86-8908-530319,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
444898,68a1-011608db-68a1-4862-bd87-831556,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
